@relation 'AT: wine-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-V-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute -0.514density+0.438alcohol-0.428residualsugar-0.408totalsulfur-0.296freesulfur... numeric
@attribute -0.581fixedacid+0.577pH-0.334citricacid+0.321freesulfur+0.261totalsulfur... numeric
@attribute 0.581volacid-0.523citricacid-0.446sulphates-0.264freesulfur+0.231residualsugar... numeric
@attribute '0.77 chlorides+0.348sulphates-0.296freesulfur-0.288residualsugar+0.247volacid...' numeric
@attribute '0.661volacid+0.423sulphates+0.332alcohol+0.29 totalsulfur+0.281fixedacid...' numeric
@attribute 0.528sulphates-0.497freesulfur-0.351chlorides+0.322density+0.271residualsugar... numeric
@attribute -0.714citricacid-0.409pH+0.287sulphates-0.274volacid-0.22residualsugar... numeric
@attribute -0.579fixedacid-0.553pH+0.374residualsugar+0.296sulphates-0.228totalsulfur... numeric
@attribute '0.627alcohol+0.403residualsugar+0.397chlorides+0.329fixedacid+0.25 pH...' numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10}

@data
1.84428,-0.527458,-0.182767,0.185675,-1.378519,0.327398,-0.119607,-0.99118,0.328258,7
-2.358867,-0.761729,1.042331,0.430873,2.813976,-0.274408,-0.970022,-0.821401,0.280066,5
0.508454,0.39962,0.297346,0.384415,-1.120282,-0.587199,0.198271,0.230635,-1.697896,6
1.013511,0.186325,-1.035663,-0.833984,0.571792,-1.557435,-0.485288,-0.949163,0.596662,7
-1.796,-1.568437,-1.937215,2.665582,-2.187551,-3.722036,-1.278848,0.103311,0.15861,5
0.888146,2.478374,-0.970817,1.38998,-1.170467,1.492539,-1.439365,-1.97643,0.780766,6
-0.492453,-0.423703,-2.663866,1.01025,-0.154542,0.613791,-1.250959,-0.861497,-1.045507,6
-1.563375,2.052284,-0.785245,-2.023321,-0.456392,-2.129906,0.59523,-0.753753,0.169714,6
-1.775558,0.897596,0.796363,-1.339937,0.117817,-1.223614,1.546567,-0.642241,-0.774308,6
-1.957651,0.760053,0.088434,-1.485286,-0.353046,-1.807957,0.701592,-0.272689,-1.047744,6
-0.635187,-0.457566,-2.835317,1.195053,-0.016347,0.510101,-1.344646,-0.698731,-1.023478,6
-0.492453,-0.423703,-2.663866,1.01025,-0.154542,0.613791,-1.250959,-0.861497,-1.045507,6
-2.309579,-1.948851,-1.569084,-0.903931,1.894233,-2.138087,1.450903,-1.656586,-0.554665,6
-0.590723,1.47435,-0.527133,0.90107,0.690529,0.749954,-0.614591,-0.705311,0.964859,7
1.473774,-1.446237,0.00837,-1.069016,0.718367,-0.829729,0.37815,0.339911,0.336767,8
-3.187978,-0.249945,-1.101746,-0.008484,0.252253,1.947443,0.155261,-0.217955,0.213006,7
-1.089192,-1.391137,1.486665,-0.561389,-0.420094,0.301988,0.128977,-0.447369,-0.326654,5
-3.187978,-0.249945,-1.101746,-0.008484,0.252253,1.947443,0.155261,-0.217955,0.213006,7
0.671995,-1.42443,0.701777,0.596697,1.734719,-0.303915,-1.299356,-1.350219,-0.503285,5
-2.095736,0.03319,1.148272,4.766961,-0.913486,-1.794763,0.220127,-0.076435,1.477015,5
0.671995,-1.42443,0.701777,0.596697,1.734719,-0.303915,-1.299356,-1.350219,-0.503285,5
0.368069,0.357288,0.274918,1.142665,-1.468746,0.008074,0.458529,-0.329528,-0.833288,6
-3.187978,-0.249945,-1.101746,-0.008484,0.252253,1.947443,0.155261,-0.217955,0.213006,7
-1.089192,-1.391137,1.486665,-0.561389,-0.420094,0.301988,0.128977,-0.447369,-0.326654,5
0.451023,-0.381391,0.408419,1.454463,-1.327834,-0.243617,-0.837691,-0.873325,0.850866,6
1.412642,-1.092016,-2.580913,-0.057936,1.611468,0.922817,1.274825,0.748478,0.24217,6
1.195051,-1.324036,-0.427231,-0.64413,1.203581,-0.610761,0.761653,-0.147834,-0.126281,7
0.382081,-1.279431,1.342081,-1.782459,1.768841,-1.789521,-0.802301,-0.480743,0.969063,8
1.195051,-1.324036,-0.427231,-0.64413,1.203581,-0.610761,0.761653,-0.147834,-0.126281,7
1.023491,-0.184217,-0.644379,-0.330086,-0.571406,-1.179833,1.009539,0.362899,0.065506,7
1.737912,-1.788905,-1.663953,-0.387174,1.334036,-0.050955,0.856397,0.212819,0.84926,7
2.346302,-0.571578,-0.251992,-0.292631,1.197359,-0.251513,0.078877,0.104547,0.41466,7
2.328303,0.147974,-0.357285,-0.080978,-1.372004,0.785467,-0.337392,-0.698201,0.212502,6
-1.951933,-0.170571,-0.615993,-0.780551,0.525998,0.003749,1.09591,0.052739,-0.181738,6
1.977208,1.057296,-0.618636,0.605133,-1.460407,1.522012,-0.455543,-0.820447,-0.206351,6
1.451245,-0.347183,0.027157,1.141816,2.265966,2.353166,1.483201,1.569914,-0.37546,4
-1.951933,-0.170571,-0.615993,-0.780551,0.525998,0.003749,1.09591,0.052739,-0.181738,6
0.404215,-0.083979,0.627527,0.281121,0.620542,0.050891,-0.63747,-1.101805,0.38113,6
0.647494,0.316134,-0.427713,-0.384231,1.316244,-0.768003,-0.725404,-0.570226,0.898692,6
0.071067,-1.186212,-0.085156,-0.98189,0.415966,-1.260112,1.223565,-0.126622,0.436662,5
-1.281199,-2.387812,-0.227399,-0.982173,0.353356,-1.300056,0.937256,-0.96252,0.29009,6
-0.199999,0.018206,-0.284066,-1.794686,-0.516831,-1.458323,-0.766297,-0.592826,0.450499,5
-1.610522,0.008963,-0.483003,0.095676,-1.035593,-1.136257,-0.559911,-1.568571,0.19069,6
-1.246882,-1.263023,-0.233874,-1.789876,-0.2725,-1.337383,0.467724,-0.868363,0.403779,6
-4.602901,-1.058694,-0.613905,0.261372,4.09544,0.42018,-1.619483,1.155714,-0.934701,5
0.658803,-1.024277,-1.387227,0.555299,-0.911231,0.763198,-0.494525,-1.354974,0.432426,7
2.122947,-0.594792,-0.883003,0.027832,0.338424,-0.818039,-0.13569,0.643247,0.651996,8
-1.106331,-3.445915,-2.547794,0.750481,0.386848,0.768329,0.645945,-1.180484,-0.387247,5
0.069588,-3.446023,-1.97558,0.929549,0.237917,1.145574,0.343327,-0.816063,0.056583,6
1.039989,0.774721,0.050983,-0.207391,-0.51392,0.117531,0.66273,0.101773,-0.060313,6
0.208671,-0.825839,0.002016,-1.235846,0.735783,-1.002666,1.152875,-1.028482,-0.16605,6
-2.363153,0.084944,-0.987723,-0.861348,0.061207,-1.595867,-0.405496,0.156521,-1.773048,5
1.987659,-1.573038,-1.835165,0.954256,1.079297,1.240665,0.660732,0.86015,0.507642,6
2.269156,-0.732622,0.769186,-0.266818,1.627625,-0.102074,-1.170364,-0.244625,0.702512,6
0.606202,0.3752,-1.52256,0.498896,0.039732,0.53314,0.570437,-0.497437,-0.34069,6
-1.379968,-1.177685,-1.252138,-0.291235,-0.893041,-0.809843,-2.246263,0.122459,-1.541152,6
-0.097456,-3.174225,-0.562616,0.422281,-0.572402,-0.062551,1.016177,-0.108997,-0.740989,5
-0.15177,-2.959404,-0.37884,0.278155,-0.438865,-0.219939,1.06561,-0.09539,-0.784475,5
1.463551,-2.469612,-0.907515,-0.113279,0.283007,-0.858095,-0.821149,-1.624033,1.237272,6
-0.277857,3.99187,-1.684393,0.634335,0.067634,0.679524,0.284973,-0.960241,0.112254,6
-1.469774,1.389833,-0.851768,-0.234402,-0.092946,-0.244165,0.497455,-0.910294,-0.178161,5
-0.763021,-1.748836,2.667327,-0.595319,2.201271,-0.051619,-0.178999,-0.19078,0.41355,6
0.693596,-0.021468,-0.59838,-0.742327,-1.290586,-1.103464,0.324537,-1.267579,-0.163381,6
0.800656,-1.240053,2.627388,0.016935,1.527541,-0.520679,0.090571,-1.079839,-1.144461,5
-0.763021,-1.748836,2.667327,-0.595319,2.201271,-0.051619,-0.178999,-0.19078,0.41355,6
1.055085,0.168251,-0.980749,-0.74769,0.428364,-1.554529,-0.08172,-0.819998,0.706719,8
0.44128,0.033637,0.898807,-0.59236,1.577121,-1.513228,-1.208134,-0.329709,0.436322,7
-0.120564,-0.441683,0.109698,-0.628374,0.304313,-0.57632,-0.490918,-1.161745,0.7312,8
1.241233,-3.779876,1.020242,0.067183,0.059753,-0.516821,0.115818,-1.320915,-0.172682,4
1.612464,-0.38667,0.355256,1.043763,3.538904,0.796514,-0.926128,-0.444035,0.647801,7
1.938962,0.540637,0.417976,-0.851703,0.964862,-0.96397,-0.859038,-0.133988,0.450169,7
-1.469774,1.389833,-0.851768,-0.234402,-0.092946,-0.244165,0.497455,-0.910294,-0.178161,5
-0.727723,0.5913,-0.99136,-0.423406,-1.171072,-0.030482,0.439195,-2.589362,-0.184658,5
-3.321012,0.840502,-0.862326,-0.318876,-0.135441,1.007736,-0.405375,-0.377434,0.473534,6
-0.986868,0.316617,0.025603,-0.346215,-0.259598,-0.45222,-0.384201,0.07011,-1.119893,6
1.246459,0.905208,-0.97658,0.206624,-0.488095,0.314599,0.065811,-0.555589,-0.108737,7
-0.085682,2.147528,-0.635762,-0.968491,-1.680985,-0.497906,-0.283939,-1.244903,0.758417,6
1.553999,0.314881,-0.524612,-0.148453,-0.055603,-0.729614,0.204459,0.249686,-0.175925,7
1.026051,-0.215624,1.66471,0.704373,-1.007797,0.295008,0.61976,-0.987723,-0.537301,4
0.909894,-1.800234,-0.982559,-0.617301,0.140907,-1.382699,0.805318,0.191364,-0.283057,5
0.816316,0.471887,-0.348809,-0.399716,-1.778941,-0.715077,0.212314,-1.293409,-0.121735,7
-3.321012,0.840502,-0.862326,-0.318876,-0.135441,1.007736,-0.405375,-0.377434,0.473534,6
-4.138546,-1.37129,2.309691,4.555798,1.307288,-2.307484,-0.75776,1.412151,1.149537,5
0.5895,-0.930549,0.035716,0.543069,-0.417412,-0.131736,-0.485185,-1.167182,-0.014151,6
-2.88339,-3.824699,-2.178356,0.122561,1.84297,0.967085,1.138222,-1.069247,0.215316,6
-2.88339,-3.824699,-2.178356,0.122561,1.84297,0.967085,1.138222,-1.069247,0.215316,6
2.144347,-0.734759,-0.122101,-0.748181,-0.074745,-0.686334,-0.134841,-0.013546,0.308341,7
1.689939,0.596741,0.209621,-0.287097,-0.076359,-0.52103,-0.470043,-0.325304,-0.461377,7
1.223977,-0.573656,-0.991808,1.325896,0.781771,1.176339,0.042316,0.429106,-0.351911,6
1.087743,-0.410933,-1.074617,1.450359,0.925627,1.109072,0.08399,0.462222,-0.271078,6
1.396246,-0.647538,2.142608,1.260725,0.564483,-0.169056,0.392562,-0.448793,-0.803452,6
0.590968,0.649819,0.951857,-0.458485,0.552877,-0.652741,-1.263779,-0.784995,1.06084,7
0.549665,-0.106008,3.191887,0.676022,0.465326,-0.383622,0.160159,-0.417213,-1.262181,6
1.040911,-1.219161,-0.000497,0.47367,-0.123538,-0.89729,-1.920535,-0.743422,-0.717268,6
1.341053,-0.19761,-1.246753,1.332464,0.44246,1.422076,-0.019302,0.213977,-0.187099,6
1.481504,-0.576056,-0.459927,0.237833,-0.404608,0.233605,0.574655,-0.736403,0.115288,7
-0.745906,-0.838186,-1.271314,-1.360652,0.055271,-2.322686,0.911284,-1.227976,-0.384863,6
0.459862,1.736865,0.161489,-0.593243,-1.555733,0.744475,-0.683823,-0.718249,0.134832,6
2.713033,-0.374232,-1.169612,-0.519236,-0.906609,-0.21244,-1.123084,0.329478,-0.013556,6
1.481504,-0.576056,-0.459927,0.237833,-0.404608,0.233605,0.574655,-0.736403,0.115288,7
1.316028,-0.570694,-0.360786,-0.58187,-0.551436,0.291592,-0.076383,0.203942,0.559938,6
-2.756542,-0.628877,0.356134,-0.400601,-0.302155,0.260674,0.221437,-0.007112,-0.354515,7
0.822908,0.592265,-0.84404,0.752383,0.430523,0.961633,0.272508,-0.578373,0.198687,8
0.742531,-3.981524,0.354925,-0.123716,0.47019,0.124113,-0.387694,-0.105937,0.600123,5
0.463367,-0.327471,2.264717,1.093819,-0.727798,-0.176593,-0.373516,0.131236,-0.11921,4
0.523489,-2.591705,0.414617,-0.559807,-0.628588,0.622851,0.175986,-0.392135,0.081265,8
1.436991,-1.294105,-1.037869,0.464865,0.588454,1.875879,1.818857,1.705968,-0.180101,6
-2.756542,-0.628877,0.356134,-0.400601,-0.302155,0.260674,0.221437,-0.007112,-0.354515,7
0.793275,-1.303055,-0.419244,-0.24881,-0.473193,-0.230331,0.500084,-1.014812,-0.02288,6
1.316028,-0.570694,-0.360786,-0.58187,-0.551436,0.291592,-0.076383,0.203942,0.559938,6
1.113173,0.731001,-1.294828,0.65879,1.919449,1.319425,0.419115,0.491499,0.402482,8
1.906991,1.342777,2.837978,0.452267,-1.008087,0.478524,0.543353,-0.944391,-0.848734,5
1.02428,0.826991,-0.382224,0.985305,-0.475282,1.20964,0.397256,-0.726251,-0.453755,6
-4.483988,-0.032909,0.883658,0.308662,4.280521,-0.206554,0.168546,-0.856285,0.544578,3
0.832532,-2.63771,-2.348312,-0.154591,-0.728257,-0.808768,-1.626528,-0.001676,-0.700277,7
-3.106717,-3.186294,-1.860613,-0.086425,1.085728,-0.651606,-1.389385,-1.591139,0.342483,4
-0.018013,-1.909753,-0.171621,-0.119398,0.204721,0.089354,-0.94745,-0.631837,0.219682,6
1.67052,-1.487858,-0.926321,-0.549471,0.134596,-1.881961,-0.554206,0.100517,0.319639,6
0.658008,-0.79164,-1.547463,0.235377,0.83264,-0.549763,-0.1502,-0.155508,-0.318758,5
0.861511,-2.203355,-2.10158,0.403355,0.47286,0.984453,0.766569,0.287973,-0.561572,7
1.104031,-0.16956,-0.666206,0.970726,-1.459252,0.27378,-1.228064,-0.079296,-1.033126,5
1.219277,-1.425329,2.052712,0.49563,-0.220404,-0.664204,0.390885,-0.41118,-1.060706,4
1.104031,-0.16956,-0.666206,0.970726,-1.459252,0.27378,-1.228064,-0.079296,-1.033126,5
-4.925317,-1.540609,-0.632081,0.653968,3.688871,0.376324,-1.882589,0.520358,-0.562368,5
-1.837888,0.859087,-0.830413,-0.836091,-0.593135,-1.974176,-0.91511,-0.370377,-0.613803,5
1.11841,-0.774069,1.186305,0.608241,-0.593607,-0.496394,0.347343,-0.842946,-0.097652,5
1.256702,-0.621311,-1.184796,-0.664072,-0.364883,-0.699034,-1.08571,-0.052371,0.695643,6
-0.962902,-1.263912,0.858265,-0.995955,1.325221,-0.479782,-1.719219,-0.272032,0.495744,6
0.567223,-2.101192,-2.400629,-0.21357,0.367213,-0.74925,-2.24494,-0.769401,0.769644,6
1.940169,0.26866,-0.822926,0.813704,-0.459748,-1.0028,-1.652159,-0.05562,0.708825,6
0.972441,-0.961517,-1.51765,0.606245,-0.488344,-0.346192,-0.51255,-0.71001,0.078276,6
-0.036854,-0.373475,-0.751972,-1.53194,-0.545795,-1.70172,-1.168587,-0.443146,0.296359,6
-0.962902,-1.263912,0.858265,-0.995955,1.325221,-0.479782,-1.719219,-0.272032,0.495744,6
0.221604,-1.825771,0.560518,1.05139,0.380007,-0.454332,-0.67395,-0.281503,-1.84206,5
-0.962902,-1.263912,0.858265,-0.995955,1.325221,-0.479782,-1.719219,-0.272032,0.495744,6
-2.618741,-1.021437,-2.181942,1.820119,1.387105,0.691836,-1.225774,2.035843,-0.887335,5
0.567223,-2.101192,-2.400629,-0.21357,0.367213,-0.74925,-2.24494,-0.769401,0.769644,6
0.927115,-0.805679,-2.433318,-0.188404,0.25744,-1.443279,-2.552502,-0.335561,0.22904,6
0.014108,-1.318084,-1.479826,-0.175131,-1.083158,0.052483,-0.545802,-1.040142,0.420372,6
0.676216,-2.269325,-2.502945,-0.034303,0.072759,-0.737207,-2.272319,-1.079705,1.078004,6
0.972441,-0.961517,-1.51765,0.606245,-0.488344,-0.346192,-0.51255,-0.71001,0.078276,6
0.311803,-0.25077,-2.6706,0.959489,-0.234964,0.217445,-2.580746,-1.239806,-0.920645,5
-0.036854,-0.373475,-0.751972,-1.53194,-0.545795,-1.70172,-1.168587,-0.443146,0.296359,6
1.997505,-1.331724,-0.71611,-0.705504,0.130153,-0.763273,-0.969654,0.213936,0.155667,7
1.678945,-0.512917,0.919429,0.431287,-1.629177,0.401838,0.290146,-0.228553,-0.583956,5
0.221604,-1.825771,0.560518,1.05139,0.380007,-0.454332,-0.67395,-0.281503,-1.84206,5
-0.905266,-1.048913,1.322584,-0.770416,2.056972,-0.424386,-2.053953,0.093407,0.635673,7
2.28235,-2.704453,-0.072858,0.335854,-1.36324,-0.394626,-1.13748,-0.64797,0.327225,5
0.133048,-0.46536,-1.217234,-0.416318,-0.291216,-0.088111,-0.762556,0.009679,-0.007389,6
0.572614,-1.282924,0.879445,0.869509,-1.072993,0.564525,1.090306,0.442365,-0.6518,4
0.449992,-0.04785,-1.815388,0.41782,-1.670126,0.420645,-1.056053,-1.732503,0.0141,6
-1.086243,-0.031967,3.04168,0.187225,3.949994,-1.06935,-2.941135,-0.706466,-1.103276,5
1.614178,-1.669315,2.640975,0.355665,0.861658,-0.668919,-0.079391,-0.879504,-0.651271,6
0.360574,-1.408596,0.562248,-1.186138,-0.223068,-1.53855,1.072971,-0.641736,0.624663,6
0.413799,-0.916396,-1.457631,0.761182,-0.78909,0.429552,-0.752563,-1.141817,0.356881,6
0.449992,-0.04785,-1.815388,0.41782,-1.670126,0.420645,-1.056053,-1.732503,0.0141,6
0.755871,1.082567,-0.276437,0.92327,-0.338051,1.013553,0.470307,-0.677978,-0.178552,6
-0.651754,2.580931,-3.479085,0.888223,0.617618,1.043764,-0.566982,-0.993513,0.226123,6
0.572614,-1.282924,0.879445,0.869509,-1.072993,0.564525,1.090306,0.442365,-0.6518,4
-3.271197,0.323856,-2.194022,-0.640299,0.652632,-0.874842,-2.099952,0.741658,-0.717378,6
1.614226,1.482033,-1.331861,0.016708,-1.313352,0.239887,-1.890132,-0.789124,-0.843842,6
-0.226586,-1.256455,-0.222676,-1.105774,1.444953,-0.961883,-1.130014,-0.467729,0.783951,8
-0.466905,-0.793355,-0.561175,-1.492426,1.175048,-1.13179,-1.044522,-0.229917,0.706115,7
1.628047,-0.687915,-1.114342,0.109274,0.553395,-1.062234,-0.621099,0.419514,-0.065648,7
1.992728,-1.767741,-0.68869,-0.008646,0.324423,-0.415504,-0.949565,-0.233678,0.6106,6
2.177203,0.529149,1.066108,1.04009,2.579377,0.076562,-0.082308,0.136108,0.302883,6
-0.032721,-2.091612,-0.226388,-1.376971,-0.635516,-0.443693,-0.747277,0.296452,-0.063396,7
-0.403471,-1.998888,-1.027229,-0.474062,-0.104276,-0.98769,0.029678,-1.219237,-0.584439,5
0.844848,-0.410732,1.240553,-0.01639,-0.87863,-0.026865,0.418695,-0.677605,-1.461387,5
2.074243,0.104182,1.24297,-0.431065,0.407827,-0.684659,-0.489615,-0.471981,0.838747,7
0.000988,-1.472054,-1.631779,-0.664713,-0.648645,-0.124791,-3.138899,0.524732,1.011648,8
-0.553039,-2.585246,-1.659925,-0.123929,0.17392,-0.152169,0.630975,-1.324067,-0.208391,7
-1.874172,-0.776775,-2.842964,0.194958,1.125552,-0.046422,-1.605455,-0.0363,-0.274817,6
-2.321602,1.329011,-0.769278,-0.161849,-1.049892,0.404397,-2.074003,-0.949334,1.14933,6
0.075847,-1.525131,-1.159564,1.135347,-0.703605,0.335788,-0.440909,-1.291213,-0.163874,5
0.180132,-3.494802,-2.140991,0.405149,0.767678,0.065248,-1.400929,-0.384382,-0.24571,6
-0.121485,-1.944635,-0.080762,-1.219949,-0.473958,-0.652178,-0.81247,0.39227,-0.054715,7
-0.575627,-1.422421,-0.307213,-1.858381,-0.196826,-1.487849,-0.775606,0.217746,0.140398,6
-0.032721,-2.091612,-0.226388,-1.376971,-0.635516,-0.443693,-0.747277,0.296452,-0.063396,7
0.381931,-0.464277,-2.780763,0.717162,0.620981,0.955994,0.600057,0.402462,-0.594251,6
-1.254092,-1.859868,-0.594088,-1.497859,-0.001196,-1.143531,-0.369198,-0.365606,0.375583,6
-1.328594,-1.814897,-0.494117,-1.396511,0.170827,-1.212458,-0.403742,-0.440456,0.302613,6
0.760941,-2.833808,-0.242788,-0.949682,-0.048886,-0.182513,-0.819869,-0.243787,0.892493,6
-0.403471,-1.998888,-1.027229,-0.474062,-0.104276,-0.98769,0.029678,-1.219237,-0.584439,5
0.844848,-0.410732,1.240553,-0.01639,-0.87863,-0.026865,0.418695,-0.677605,-1.461387,5
0.7879,-0.187256,-1.748761,0.782677,0.393254,0.677153,-0.489218,-0.239612,-0.57411,5
-2.850768,0.121344,0.053296,-1.010735,-1.412913,0.74529,-1.721849,0.055977,0.010665,6
-0.557245,-5.364314,-2.340484,-0.011565,3.116116,0.334525,1.426241,-4.926958,2.093146,6
-2.765596,-1.660263,-1.199371,-0.653011,-0.126958,-0.201095,-2.078533,0.544229,-1.20863,5
-0.424149,-1.87895,0.153257,-0.899193,0.427522,-0.834427,-1.100753,-0.90054,0.219951,7
-1.287935,-0.501473,-0.815031,-1.228616,0.129691,-2.21414,-0.699429,-0.64345,0.47908,7
0.59329,-0.660553,-1.078047,-0.21426,0.325477,0.62719,-0.869872,-0.18612,-0.199923,6
1.582759,-4.454086,-0.504528,-0.517749,-1.557703,0.464681,0.139982,-0.694633,-0.637775,5
-0.043726,-1.605977,-0.698677,0.031361,0.273131,-0.645313,-0.369907,-1.246425,-0.727026,6
-3.167497,0.138806,-2.661643,0.091675,-0.101405,1.58635,-2.404951,0.117877,-0.098379,6
1.07907,-0.737027,-1.854729,0.281947,-0.401565,0.554187,-0.324778,-0.228087,-0.397545,6
1.582759,-4.454086,-0.504528,-0.517749,-1.557703,0.464681,0.139982,-0.694633,-0.637775,5
-0.388242,-0.472488,-0.460681,-0.268734,0.091889,-0.358157,-0.804782,-0.025013,-1.130469,6
2.585712,0.65613,-0.085772,-0.083692,1.552433,0.500727,0.138545,-0.358156,0.772127,6
0.558725,-2.773181,-1.132037,-0.477953,-0.53337,0.020822,0.074992,-1.033007,-0.54877,6
-0.667382,-1.097679,-1.395264,-0.000681,-0.179081,-0.17441,-0.337431,-0.712036,0.322348,6
-1.646206,-2.287217,-2.608186,2.730123,-2.144621,-3.194721,-3.149993,0.522469,-1.032358,6
-0.447591,0.650437,-1.024237,1.146617,0.553466,1.068019,-1.501439,-0.381982,0.571413,7
-2.00212,-0.733929,-1.265346,-0.505102,0.555018,0.390726,-0.072289,0.094707,-0.430732,6
-0.667382,-1.097679,-1.395264,-0.000681,-0.179081,-0.17441,-0.337431,-0.712036,0.322348,6
1.39249,-3.733882,0.448753,0.100325,0.238271,-0.330971,-0.484053,-0.79548,-0.555136,4
1.158803,-1.204542,-2.484911,0.024402,1.731181,-0.724758,-2.383559,-0.585715,0.236274,6
-0.113939,-2.774458,-0.445455,1.183357,0.07176,0.552652,-0.415498,-1.646357,0.151374,5
1.158803,-1.204542,-2.484911,0.024402,1.731181,-0.724758,-2.383559,-0.585715,0.236274,6
-0.113939,-2.774458,-0.445455,1.183357,0.07176,0.552652,-0.415498,-1.646357,0.151374,5
-0.03256,-1.951966,-1.421894,0.19924,-0.106839,0.322917,-0.006539,-0.917048,-0.026724,6
-2.96113,-1.481915,-0.136018,-1.040002,-1.003531,0.657565,-0.822783,0.322638,0.349062,5
-1.856054,1.215119,-1.254231,0.64639,0.521883,0.467953,-1.376123,-1.455412,0.399547,6
-0.68934,-0.826072,-1.557411,0.142941,0.250205,-0.529501,-2.494656,-0.011384,-1.337824,5
-1.856054,1.215119,-1.254231,0.64639,0.521883,0.467953,-1.376123,-1.455412,0.399547,6
-0.996195,1.335816,-1.46398,0.532805,-0.46958,-0.184708,-1.504426,-1.182265,0.768357,6
0.52707,-1.811936,-0.244635,0.092276,-0.48743,-0.427342,-0.886876,-0.945134,-0.340789,5
-0.997552,1.813495,-4.358767,1.115673,0.622946,0.362029,-2.158763,-0.887167,0.090069,6
1.231235,-0.217332,-0.331476,0.972424,-1.198835,0.217913,-1.482632,-0.18665,-0.894314,6
0.46142,-0.167587,1.073324,2.083119,2.563933,0.4187,-1.972367,-0.622161,-0.910035,4
-1.982296,1.532879,-3.198223,0.265018,-0.039935,1.081012,-2.919397,-0.065171,0.330679,5
-3.178908,-0.131465,-0.464896,0.316997,0.351359,0.154333,-0.824827,-0.365743,0.189816,4
-2.331743,-3.045247,0.40219,-0.008446,0.249534,1.942537,-1.093428,-1.580435,1.075913,5
-1.982296,1.532879,-3.198223,0.265018,-0.039935,1.081012,-2.919397,-0.065171,0.330679,5
-2.138285,-0.093994,-1.806365,-0.301276,-0.150199,-1.279163,-2.330742,-0.010827,-1.36951,6
-2.138285,-0.093994,-1.806365,-0.301276,-0.150199,-1.279163,-2.330742,-0.010827,-1.36951,6
-2.976966,-1.829315,-0.824379,-0.703028,-0.011274,-0.430177,-2.213929,0.470915,-1.16443,5
0.94796,-0.832942,-2.077585,0.382969,0.282405,-0.213649,-2.748571,-0.525693,-0.598215,6
0.745751,-1.600564,-4.417233,0.355997,1.92445,0.645149,-0.538177,0.703781,-0.321658,6
-0.449535,0.71143,-1.685424,-0.696715,-1.122386,-0.475793,-0.980891,-0.315647,0.020897,6
0.891934,-1.805601,-1.899124,0.411103,-0.600742,-0.944628,-2.116917,0.270442,-1.022669,6
0.346559,-2.638586,-1.257217,0.473108,-0.466003,1.964266,-0.238651,-0.236683,0.567641,6
-0.521956,-1.5484,-0.161474,0.031666,-0.240342,-1.033716,-0.22851,0.354063,-1.337421,6
-1.790001,0.735276,-0.704497,-0.328702,-0.174176,-0.988513,-0.946041,-0.357429,-0.941994,6
0.452435,-1.226559,-0.111113,4.989047,-0.97086,-2.1586,-0.592895,1.184927,1.675919,6
-0.521956,-1.5484,-0.161474,0.031666,-0.240342,-1.033716,-0.22851,0.354063,-1.337421,6
-2.078244,-0.77776,-0.918379,-0.358022,1.84325,-0.931641,-0.181896,-0.55036,0.14986,6
0.322502,1.095133,2.552654,0.077974,-0.193596,-0.561873,1.311392,-1.191637,-0.3419,5
1.588726,-1.336685,-0.901018,-0.557654,1.275943,-1.113816,-0.535516,0.266269,0.184008,6
0.158057,0.704874,-0.825007,-0.379303,-1.593609,-0.533962,-1.408639,-0.112879,-0.860578,7
-2.465632,-1.083955,-1.062078,-0.755909,0.239871,-0.407115,-0.218242,-0.486953,0.328269,7
1.588726,-1.336685,-0.901018,-0.557654,1.275943,-1.113816,-0.535516,0.266269,0.184008,6
0.244525,-2.388386,-0.018246,-0.189603,-0.536734,-0.012826,-0.868822,-0.946283,-0.214615,6
1.320621,-2.400632,-0.215589,-0.922702,-0.130887,-0.719828,-0.718207,-0.240244,-0.237693,7
0.570345,-1.109714,-1.694638,-0.650839,-0.672138,-0.522132,-0.425997,-1.337938,0.090546,7
-0.90026,-1.595088,0.077761,-1.168559,0.116834,-0.296779,-1.228404,-0.432743,0.601347,5
-2.218789,-0.049732,-0.248375,-0.509069,0.468311,-1.547725,-0.582253,-0.233482,-1.159114,6
0.036555,-0.135757,-1.001896,1.495655,-1.205302,0.060355,-0.634077,-0.011363,-1.215691,6
-3.459425,0.712241,0.08788,-0.368648,0.682864,-0.551655,-1.023784,0.182303,-1.229175,6
-0.446593,-2.652175,0.141443,0.563775,-0.048558,-0.235578,-0.633716,-2.007658,-0.563582,5
-1.158181,-0.762553,1.31101,0.522431,0.144986,-0.226,-1.575213,-0.155751,-1.817256,6
-0.212088,-0.522349,-0.725449,0.190732,-2.049826,0.272642,-1.351223,-1.069593,-0.147582,6
-0.042954,-2.087659,-2.054551,-0.293795,0.412572,-0.43334,0.581371,-1.186029,0.106023,7
-0.636788,0.885106,-0.99633,0.067061,-0.162624,0.451839,-1.327668,-0.467702,-0.682497,6
